Date,BIRate_inPercentage,USPrimeRate_inPercentage,ExchangeRate_USDtoIDR,ForeignExchangeReserves_inMillionUSD,ForeignExchangeReserves_MonetaryGold_inMillionUSD,ForeignExchangeReserves_SDRs_inMillionUSD,ForeignExchangeReserves_RPF_inMillionUSD,ForeignExchangeReserves_Others_inMillionUSD,SuratUtangNegaraSUN_inMillionIDR,SuratBerhargaSyariahNegaraSBSN_inMillionIDR,OutstandingShares_inMillion,SharesTransactionValue_inMillionIDR,OperasiMoneter_Konvensional_OPT_inMillionIDR,OperasiMoneter_Konvensional_StandingFacility_inMillionIDR,OperasiMoneter_Syariah_OPT_inMillionIDR,OperasiMoneter_Syariah_StandingFacility_inMillionIDR,PosisiPerusahaanPembiayaaan_Pembiayaan_inBillionIDR,PosisiPerusahaanPembiayaaan_Kewajiban_inBillionIDR,PosisiPerusahaanPembiayaaan_Obligasi_inBillionIDR,BroadMoney_M1_inBillionIDR,BroadMoney_Kuasi_inBillionIDR,BroadMoney_SecuritiesNonShares_inBillionIDR,BroadMoney_Deposits_inBillionIDR,BroadMoney_Securities_inBillionIDR,BroadMoney_Liabilities_inBillionIDR,BroadMoney_Shares_inBillionIDR,OSL_Persero_IndustryGeneral_inBillionIDR,OSL_Persero_NonIndustryGeneral_inBillionIDR,OSL_Pemda_IndustryGeneral_inBillionIDR,OSL_Pemda_NonIndustryGeneral_inBillionIDR,OSL_Private_IndustryGeneral_inBillionIDR,OSL_Private_NonIndustryGeneral_inBillionIDR,OSL_Foreign_IndustryGeneral_inBillionIDR,OSL_Foreign_NonIndustryGeneral_inBillionIDR,OSL_Rural_IndustryGeneral_inBillionIDR,OSL_Rural_NonIndustryGeneral_inBillionIDR,Export_GasAndOil_inThousandUSD,Export_NonGasAndOil_inThousandUSD,Import_GasAndOil_inThousandUSD,Import_NonGasAndOil_inThousandUSD,OSL_Persero_IndustryInvestation_inBillionIDR,OSL_Pemda_IndustryInvestation_inBillionIDR,OSL_Private_IndustryInvestation_inBillionIDR,OSL_Foreign_IndustryInvestation_inBillionIDR,OSL_Rural_IndustryInvestation_inBillionIDR,OSL_Persero_IndustryWorkingCapital_inBillionIDR,OSL_Pemda_IndustryWorkingCapital_inBillionIDR,OSL_Private_IndustryWorkingCapital_inBillionIDR,OSL_Foreign_IndustryWorkingCapital_inBillionIDR,OSL_Rural_IndustryWorkingCapital_inBillionIDR,OSL_Persero_AGGREGATEConsumption_inBillionIDR,OSL_Pemda_AGGREGATEConsumption_inBillionIDR,OSL_Private_AGGREGATEConsumption_inBillionIDR,OSL_Foreign_AGGREGATEConsumption_inBillionIDR,OSL_Rural_AGGREGATEConsumption_inBillionIDR,Inflation,OutstandingPrivateDeposit_Rupiah_inBillionIDR,OutstandingPrivateDeposit_Valas_inBillionIDR,OSL_Rupiah_inBillionIDR,OSL_Valas_inBillionIDR,OutstandingDemandDeposit_Rupiah_inBillionIDR,OutstandingDemandDeposit_Valas_inBillionIDR,OutstandingSavingDeposit_Rupiah_inBillionIDR,OutstandingSavingDeposit_Valas_inBillionIDR,OutstandingTimeDeposit_Rupiah_inBillionIDR,OutstandingTimeDeposit_Valas_inBillionIDR,SavingDepositInterestRate_Persero_inPercentage,SavingDepositInterestRate_Pemda_inPercentage,SavingDepositInterestRate_Private_inPercentage,SavingDepositInterestRate_Foreign_inPercentage,SavingDepositInterestRate_General_inPercentage
08/01/2016,5.25,3.5,13300,113538,3309.41,1561.38,1099.61,107567.78,1491906.34,270850.41,176515,183128,245541.1,90360.6,11296.6,16448.6,374058.8,237716.04,67176.59,1135548.18,3596408.05,14070.45,-237491.3,-1916.02,-46948.15,-1279030.15,1124292.2041,448742.0758,99817.0801,246063.577,1332062.0435,421410.6209,383150.0933,37436.526,44581.465,41380.1199,1103304.46,11627925.04,1655338.05,10660606.43,421666.0528,32315.7818,482642.3207,107764.7769,6581.5877,703293.3233,67501.2985,849419.723,275385.3167,37999.8774,448074.9,246063.58,421410.62,37436.53,41380.12,2.79,3859346.12,640795.14,3635199.31,543736.83,713377.65,271610.82,1318751.5,120913.37,1827209.62,248270.96,1.31,1.92,2.06,1.91,1.68
09/01/2016,5,3.5,12998,115671,3309.28,1564.13,1101.57,109696.36,1513436.35,281685.53,160521,157846,145059.3,111635.3,12743.9,21140.3,378197.32,235635.71,69021.16,1126046.04,3599248.32,12336.4,-242755.51,-2034.89,-50998.9,-1265852.14,1159750.6556,455170.9237,101476.6771,247510.8618,1338990.7685,424098.0547,392739.9654,38080.6636,44613.1295,41801.0478,1044239.5,11555574.47,1593706.64,9578545.68,432664.7556,35270.7642,480250.2499,112225.34,6491.3816,727085.8997,66205.9128,858740.5425,280514.6254,38121.7476,455170.92,247510.86,424098.03,38080.66,41801.05,3.07,3836829.54,658507.35,3697365.94,546866.81,703282.25,288213.76,1320446.55,125954.22,1813094.34,244339.37,1.32,3.2,2.02,1.88,1.76
10/01/2016,4.75,3.5,13051,115037,3195.26,1534.38,1080.63,109226.78,1518685.9,283720.5,269396,150164,262570.9,64971.7,14240.4,18169.5,380196.21,232347.58,71144.12,1142785.81,3622679.23,13013.85,-241284.04,-3081.09,-49836.24,-1263154.71,1165379.4157,459914.1732,101817.5031,249005.5571,1333333.6166,425250.8654,387169.607,38206.5,44758.4472,41981.3594,1034809.67,11722004.79,1648743.12,10015920.17,436784.0839,35720.3824,479704.4038,110145.1662,6603.0106,728594.9453,66097.1208,853629.2125,277024.4409,38155.4366,459914.56,249005.56,425250.87,38206.5,41981.36,3.31,3877091.46,659198.79,3695359.98,551457.07,722157.21,282264.81,1318194.05,127450.29,1836734.69,249483.69,1.32,1.87,1.93,1.79,1.62
11/01/2016,4.75,3.5,13563,111466,2978.27,1512.41,1065.21,105910.2,1528190.5,285960.5,283703,353821,280977.1,89120.5,15514.4,19807.4,383578.7,235790.37,71826.35,1182729.89,3671427.29,14493.97,-252639.26,-3481.2,-52954.74,-1284827.29,1197871.8373,468371.639,101570.8548,250630.3258,1346162.1626,428136.6711,396117.2658,38574.8652,44994.9774,42485.7158,1046791.74,12474711.97,1517704.26,10946065.81,461078.9875,35906.7246,483782.6858,112685.5513,6656.3611,736790.664,65664.1301,862387.695,283431.7146,38338.6162,468373.82,250630.33,428128.45,38574.87,42485.72,3.58,3943390.9,685583.31,3723898.45,591022.38,758849.01,290065.74,1348745.16,128043.39,1835786.17,267474.18,1.26,1.95,1.75,0.92,1.51
12/01/2016,4.75,3.75,13436,116362,2876.23,1498.97,1055.74,110930.59,1531490.5,284990.5,270791,155666,183881.6,196796.5,15274.4,23923.5,387504.51,242277.59,69791.8,1237642.57,3753809.13,13525.09,-267987.56,-3989.94,-55006.87,-1276552.98,1222591.9705,479182.8949,99777.4916,252682.1426,1393767.4458,431717.0936,395739.6992,38827.2201,45363.5571,42880.0278,1301059.81,12663488.51,1737615.2,11102739.06,468057.4736,36021.1004,493496.748,110690.9128,6764.135,754534.3481,63756.3913,900285.0016,285048.7864,38599.422,479183.04,252682.14,431702.79,38827.22,42880.03,3.02,4043661.64,705738.42,3817952.72,584576.82,781246.72,283815.56,1435560.64,134382.6,1826845.08,287540.26,1.22,1.9,1.74,0.95,1.48
01/01/2017,4.75,3.75,13343,116890,2993.95,1514.97,1067.01,111314.15,1558840.5,295502.36,303220,119291,366214.4,70286.2,16264.4,20242,389521.1,243046.56,69864.77,1191499.69,3731092.96,14289.33,-256704.91,-4291.69,-51900.95,-1297902.63,1200939.6879,484895.3255,93014.6376,251976.6822,1355323.269,431649.2668,392792.2181,39299.1016,45358.4429,43078.74,1163944.26,12204972.8,2031408.81,10187472.77,469351.6351,35877.5044,500913.8265,107230.7481,6954.9034,731588.0526,57135.2695,854409.4423,285561.4696,38403.5395,484895.3254,251978.5459,431649.2667,39299.1016,43078.74,3.49,4000557.2878,705779.9522,3747071.9324,591255.4388,767132,293757,1382288.5458,132319.4403,1851137.3245,279703.0129,1.2,1.92,1.73,0.98,1.46
02/01/2017,4.75,3.75,13347,119863,3155.6,1513,1065.71,114128.74,1582471.2,307089.96,415074,143350,365186.9,59142.5,18569.4,17827.7,390363.1,243451.21,68204.31,1196036.61,3732698.82,14184.33,-254159.98,-3532.8,-55193.64,-1311252.35,1198146.2491,484734.5135,93670.9235,253020.9063,1355871.257,432933.2177,386689.9343,39554.5614,46009.0386,43606.5278,1208092.94,11495219.37,2317538.26,9124093.63,471731.2521,36042.872,500056.0477,104569.8437,6996.3081,726414.9969,57626.1984,855815.2093,282120.0908,39012.7306,484734.5135,253022.7595,432933.2177,39554.5613,43606.5278,3.83,4019850.6584,699657.0561,3762692.1159,571545.0136,780729,276384,1378912.7687,129082.9924,1860208.7621,294190.3266,1.19,1.92,1.72,0.99,1.46
03/01/2017,4.75,4,13321,121806,3134.51,1521.03,1071.37,116078.72,1620471.2,313773.92,275347,171063,352915.6,77134,18547.6,22097.3,395185.81,242561.95,72796.05,1215856.68,3783892.52,17894.35,-254993.33,-3943.2,-63300.45,-1301643.28,1225995.005,493516.3692,96678.1793,255135.6087,1369429.7841,435426.6306,390142.3624,39472.0893,46946.8229,44162.3321,1416369.86,13274682.06,2086411.15,11136660.9,477661.5866,36303.6836,497850.921,105430.7333,7198.9672,748333.4183,60374.4955,871578.8635,284711.6292,39747.8555,493516.3692,255135.6087,435426.6306,39472.0893,44162.3321,3.61,4079095.6133,701719.5465,3814969.9453,581935.2376,792336,278742,1377105.1417,130306.3101,1909654.6459,292671.3195,1.2,1.9,1.72,1.01,1.46
04/01/2017,4.75,4,13327,123249,3169.65,1531.28,1078.59,117469.9,1631587.25,319203.92,203298,173441,348935.9,50913.3,18579.5,22786.5,396650.3,240540.09,73874.63,1245927.39,3771123.85,16729.05,-246681.69,-4234.7,-58763.78,-1307690.52,1229209.0676,492581.4225,97920.8231,256678.3693,1421785.394,445745.8818,344709.495,34863.6469,47656.3969,44544.8699,963034.53,12320037.64,1833241.41,10375253,468789.1878,36306.5781,515061.5734,81697.652,7282.1113,760419.8798,61614.2451,906723.8206,263011.8432,40374.2856,492581.4225,256678.3693,445745.8818,34863.6469,44544.8699,4.17,4101703.4926,687930.4804,3840461.8466,575233.5209,809857,266969,1368308.2942,127224.0315,1923538.3503,293737.4766,1.18,1.89,1.68,1.2,1.44
05/01/2017,4.75,4,13321,124953,3220.42,1543.88,1087.65,119101.35,1645436.21,329296.42,240022,164356,364363.4,68514.3,16778,21977.8,401805.31,246438.7,73891.8,1275892.5,3833506.64,16971.01,-257510.92,-2616.95,-57912.14,-1324375.9,1234149.9622,497364.907,100793.4031,258883.7632,1434699.1249,449483.9938,350919.0813,34700.2587,48572.8292,45112.8018,1159661.71,13143946.99,1629559.05,12043014.95,473516.0497,36677.5843,518605.0575,81627.0704,7427.7515,760633.4861,64115.8189,916094.0673,269292.0106,41145.0775,497364.907,258883.7631,449484.4202,34700.2588,45112.8018,4.33,4160011.1591,716212.631,3873322.6155,581357.5095,840976,290425,1384088.4794,127118.7173,1934947.2181,298668.871,1.19,1.85,1.68,1.24,1.45
06/01/2017,4.75,4.25,13319,123094,3168.9,1541.78,1086.18,117296.85,1658609.33,336706.42,141638,109812,187235.8,165351.1,12535,18385.3,406278.17,254602.09,71983.73,1341851.26,3866025.07,17289.43,-268135.23,-2815.52,-49093.5,-1338723.1,1255253.7801,508983.3747,104869.1855,260627.2426,1451155.0431,456308.5653,351872.9302,35202.8983,49145.1911,45626.0296,1149746.03,10430758.25,1752099.91,8451113.1,475363.7821,36573.4017,514954.9208,79677.7549,7331.3881,779889.9979,68295.8858,936200.1226,272195.1753,41813.803,508983.3747,260627.1401,456308.5653,35202.8984,45626.0296,4.37,4202677.8422,708224.624,3932561.1247,586483.1155,830605,286204,1442313.3551,128415.8468,1929759.9403,293604.7767,1.21,1.82,1.64,1.35,1.44
07/01/2017,4.75,4.25,13323,127759,3277.87,1571.78,1107.34,121801.59,1671952.58,342041.42,162203,131863,402325.7,67260.1,19813,17608.2,406515.14,250518.77,73780.22,1293234.84,3866730.72,18113.19,-257344.49,-9821.28,-65018.83,-1366027.57,1243748.8267,509951.0794,106051.7099,260633.3288,1440062.849,455362.9043,350528.398,34652.5583,48939.6038,45583.9326,1093624.55,12507038.14,1620638.24,12147463.14,476309.7787,36846.728,505169.2405,84325.1721,7318.1513,767439.0478,69205.074,934374.5791,266203.2258,41621.4525,509951.0794,260633.237,455881.9339,34652.5583,45583.9326,3.88,4226033.8857,671027.6965,3906965.2101,588552.7349,826070,265536,1440284.5646,121148.7323,1959660.6438,284343.0916,1.2,1.81,1.64,1.34,1.43
08/01/2017,4.5,4.25,13351,128787,3390.85,1585.68,1117.34,122693.2,1698052.58,357821.42,186676,138775,386466.9,57446.4,21255.7,15300.2,408202.39,252163.8,73398.83,1274803.26,3925676.92,19167.46,-258235.43,-3377.77,-68140.04,-1386913.64,1251313.3676,516642.383,108139.3589,261888.3518,1439471.9039,458358.6352,350273.0261,33793.2284,49206.3868,45912.3972,1158468.67,14032434.04,1798523.96,11555520.23,477562.7783,37145.1553,514739.2302,86184.9957,7287.6354,773750.5889,70993.7066,924732.6738,264088.0303,41918.7513,516642.3831,261888.8495,458358.6353,33793.2285,45912.3972,3.82,4237112.7398,688127.4318,3925582.6904,589416.3487,795192,277907,1443701.8647,118349.401,1998219.3542,291871.2477,1.21,1.81,1.64,1.35,1.44
09/01/2017,4.25,4.25,13492,129402,3325.68,1578.4,1112.25,123386.07,1721693.28,368260.22,170331,126037,391681,70057,19826,22125.3,410841.86,255424.95,72837.22,1304373.83,3930658.85,19105.83,-285478.37,-3642.75,-68611.7,-1411485.21,1264333.3755,521882.4129,113142.6857,265365.2436,1462292.4586,458836.9078,355213.8648,33546.6527,49282.4758,46059.9315,1391998.01,13208364.56,1995093.89,10923484.91,477700.8864,38292.6514,513784.1139,88053.1522,7378.3085,786632.4891,74849.1777,948508.3449,267160.7128,41904.1674,521882.4129,265366.0998,458836.9079,33546.6527,46059.9315,3.72,4289102.3199,704439.2922,3972345.3191,597610.6898,837654,272467,1465285.7905,127648.8398,1986162.7115,304323.6873,1.19,1.82,1.64,1.33,1.43
10/01/2017,4.25,4.25,13572,126547,3296.27,1569.22,1105.78,120575.86,1740726.03,378260.22,198852,168929,374523.6,72252.2,18955,19831.1,411193.26,256215.09,73114.19,1325762.33,3939212.4,19345.43,-278672.46,-4754.36,-68936.8,-1418978.65,1256684.8959,530528.0405,114624.236,267975.9284,1467195.1872,460663.4571,362229.7795,33255.878,49483.9022,46171.2271,1345840.53,13892375.05,2142168.92,12089645.09,479598.6565,38734.8438,514615.5746,87581.8515,7428.7037,777086.2394,75889.3921,952579.6126,274647.9278,42055.1985,530528.0406,267975.9284,460663.4571,33255.878,46171.2271,3.58,4317665.1158,702636.1396,3980430.5702,608381.962,861731,277540,1467342.9738,125577.1065,1988591.0058,299519.2798,1.18,1.81,1.56,1.25,1.38
11/01/2017,4.25,4.25,13514,125967,3327,1583.42,1115.99,119940.83,1771376.03,386710.22,245943,187096,339052.2,108181.4,17566.9,21778.5,412639.47,255336.72,75319.84,1338143.33,3964506.66,18781.78,-285858.23,-4636.21,-69861.19,-1431740.94,1274870.73,540675.6734,115577.5966,270889.8634,1477374.6452,462194.6692,364390.1909,33351.3013,50115.2166,46476.9066,1240556.9,14138531.56,2138260.62,12969805.68,485856.9261,39092.8456,514273.3686,103703.9922,7556.0897,789013.804,76484.7507,963101.277,260686.1991,42559.127,540675.6735,270889.8634,462194.6693,33351.3013,46476.9066,3.3,4356584.5431,693675.6278,4020217.2785,615699.5154,859421.8004,273843.2827,1506086.8794,126213.4609,1991075.9871,293618.8842,1.19,1.79,1.56,1.14,1.38
12/01/2017,4.25,4.5,13548,130196,3345.53,1588.14,1119.31,124143.39,1770683.32,382210.22,302241,175579,281614.6,101531,16238.9,28375.1,414836.35,260116.95,74977.45,1390806.95,4009995.84,18362.25,-329107.96,-4168.03,-74764.46,-1451817.77,1333787.0336,562952.5065,113877.3182,274066.1525,1519629.7404,464763.6635,364193.6507,33309.7113,50278.9323,46808.4974,1486256.03,13456558.84,2729852.23,12604717.77,503144.2235,39048.8588,513216.1291,105920.2286,7697.1051,830642.8105,74828.4596,1006413.6114,258273.4221,42581.827,562952.5065,274066.1524,464763.6636,33309.7112,46808.4974,3.61,4435179.4263,707812.0603,4136145.1376,627522.0695,875905.7911,277827.547,1597781.8818,123177.2372,1961491.8566,306807.2761,1.27,1.8,1.66,1.98,1.47
01/01/2018,4.25,4.5,13413,131980,3485.2,1626.66,1146.46,125721.31,1796791.18,363080.22,257196,198902,440272.7,68625.3,18272,28971.7,416487.44,257912.91,74417.27,1326741.99,4006565.08,18377.6,-309002.94,-4321.47,-71922.03,-1461942.05,1276357.8204,561409.6481,106774.3984,273626.4066,1489419.2118,467669.5746,356996.6158,32409.544,50110.0742,47014.8041,1184538,13335380.38,2469625.41,13097449.63,502447.1878,38989.3503,515052.6177,107209.3496,7702.2609,773910.6326,67782.5212,974366.5946,249787.2662,42407.8133,561409.6481,273628.934,467669.5745,32409.544,47014.8041,3.25,4404859.0827,701642.0519,4051722.6194,610065.4798,852848.0053,281199.2343,1549449.4937,122486.7785,2002561.6969,297956.0391,1.19,1.82,1.53,1.17,1.37
02/01/2018,4.25,4.5,13707,128059,3435.58,1621.99,1143.45,121857.63,1811791.18,371155.22,282210,172056,441114.3,54199.7,18717,25721.1,420439.51,263443.85,74032.3,1351258,3983462.85,16929.47,-303066.35,-5768.06,-75520.2,-1482118.18,1268392.6088,570237.7008,107068.125,275274.4487,1503260.3316,467385.5656,369327.6358,32510.9576,50788.8913,47473.7033,1219980.04,12841399.28,2085986.53,12001442.34,498113.0928,39049.6955,518282.1013,108091.8203,7812.0609,770279.5161,68018.4291,984978.2554,261235.8153,42976.8301,570237.7009,275274.4493,467385.5406,32510.9577,47473.7033,3.18,4410493.8995,696184.7963,4060705.0318,631015.8366,877613.7951,278725.3652,1549367.4325,119412.5002,1983512.7834,298046.9309,1.19,1.78,1.47,1.2,1.35
03/01/2018,4.25,4.75,13756,126003,3452.95,1628.96,1148.36,119772.93,1859183.89,368424.61,238661,221371,358436.6,72097.6,17667,26621.3,419203.79,270137.26,71771.31,1361135.48,4018929.3,15761.26,-303993.83,-5586.93,-72835.57,-1468306.67,1300204.0635,585153.3613,109910.7139,278597.9232,1520363.0758,468421.1468,375725.286,32187.8966,51540.4813,48020.3786,1443153.81,14350249.16,2288015.34,12249472.47,505328.2264,39093.3339,518601.5668,113272.066,7918.6558,794875.8372,70817.3799,1001761.5088,262453.2201,43621.8251,585153.3612,278597.9232,468421.1469,32187.8967,48020.3786,3.4,4432822.6273,698362.872,4137687.5581,632436.7689,866897.2116,277169.5327,1542335.2345,120912.1468,2023590.2885,300281.1925,1.19,1.78,1.44,1.13,1.33
04/01/2018,4.25,4.75,13877,124862,3424.58,1606.87,1132.82,118697.74,1864133.89,377963.46,188754,146631,263480,77379.8,20487.9,18803.6,421880.98,270677.9,72160.53,1372576.15,4020982.22,15530.45,-301019.42,-6135.67,-72828.49,-1463777.37,1314087.756,583389.2916,111251.3393,280725.8355,1533536.9337,471892.9091,381081.87,31976.2788,52522.68,48553.0866,1079219.53,13433057.41,2428714.36,13924856.31,509699.3108,39194.6249,523314.5691,112582.1594,8029.5978,804382.2327,72056.7944,1010222.3646,268499.7108,44493.0822,583395.5048,280725.7557,471892.9091,31976.2787,48553.0866,3.41,4443317.3787,699033.9435,4173833.8173,635184.1634,877673.4476,278747.6011,1536407.1113,121334.6509,2029236.9277,298951.6915,1.17,1.75,1.42,1.09,1.31
05/01/2018,4.75,4.75,13951,122914,3370.68,1580,1114.21,116849.01,1844816.83,379478.46,184974,182237,197488,107950.1,17752,15093.3,427406.22,272572.85,78848.81,1404627.09,4015794.48,14661.37,-305426.54,-6545.99,-72512.68,-1476396.29,1356881.0894,596243.4593,114417.131,282828.7972,1556192.7073,476745.9433,392647.6613,31880.7012,53550.2118,49124.3473,1554938.28,14732494.28,2824535.81,15012655.23,516159.923,40035.6788,528060.1809,116396.441,8157.6909,840721.1665,74381.4518,1028132.5261,276251.2204,45392.521,596243.4593,282828.7972,476745.9433,31880.7013,49124.3473,3.23,4438655.4758,700970.056,4260297.2124,650214.8364,879308.7618,286991.9894,1574583.6243,121662.4506,1984763.1787,292315.616,1.16,1.71,1.41,1.06,1.3
06/01/2018,5.25,5,14404,119839,3160.32,1569.66,1106.91,114002.14,1844566.83,390997.46,133077,122029,142013.7,131562.5,14467,18175.7,427326.86,278978.13,76700.86,1452354.45,4066586.26,15209.12,-311740.39,-6079.76,-76136.51,-1513454.39,1388047.1399,606802.6604,116523.3898,282349.2383,1581906.2533,474453.7467,415697.5929,32043.2606,53626.4694,48964.0177,1504835.01,11435248.46,2302228.58,9177996.61,524334.2495,39767.0235,532113.6675,121985.741,8214.7725,863712.8904,76756.3661,1049792.586,293711.8519,45411.6969,606802.6604,282349.2383,474453.7468,32043.2606,48964.0177,3.12,4487482.2143,731095.617,4318468.3652,681945.404,904717.305,297777.0506,1609145.5422,127595.0136,1973619.4795,305723.5528,1.17,1.72,1.37,1.03,1.29
07/01/2018,5.25,5,14413,118312,3090.25,1567.8,1105.6,112548.58,1862556.2,402157.46,203306,157852,231615,64898.6,17880,13863.5,429023.9,278463.26,76751.19,1383502.62,4107207.5,17081.62,-305973.8,-7834.48,-79486.53,-1531593.7,1384618.7166,613181.3322,118848.4819,282879.1335,1575604.2186,478433.135,410436.378,31456.2906,54026.5794,48998.0231,1427604.07,15027725.3,3003496.84,15786179.14,527595.9097,40675.2542,532697.6764,118702.9844,8292.637,857022.8065,78173.2276,1042911.9807,291733.3935,45733.9425,613181.3323,282879.1335,478427.6964,31456.2906,48998.0231,3.18,4469478.9819,741595.5013,4320137.1627,678345.1263,855289.8066,305618.5239,1612502.476,125833.5368,2001686.8042,310143.4406,1.15,1.71,1.35,1.06,1.28
08/01/2018,5.5,5,14711,117927,3023.33,1566.23,1104.83,112232.79,1907506.04,409857.46,190500,184115,174723,77080.5,16792,11049.4,431941.67,277742.12,77991.72,1384264.85,4128708.4,16478.55,-316667.39,-6558.09,-77666.67,-1570462.23,1389554.9265,617495.4921,121361.8688,284326.0832,1597742.2553,482184.7923,424885.156,31506.1397,54327.5356,49254.6736,1501772.97,14578504.14,2636449.09,13844665.83,537069.2293,40693.9941,543236.4667,120536.7055,8369.7528,852485.6967,80667.8748,1054515.8327,304348.4505,45957.7828,617495.492,284326.0833,482174.7482,31506.1398,49254.6736,3.2,4488511.8819,745691.7722,4350964.6621,701674.2607,853358.527,295708.344,1611093.8876,123745.5627,2024059.5625,326237.8655,1.15,1.72,1.35,1.04,1.27
09/01/2018,5.75,5.25,14929,114847.52,2993.28,1565.97,1104.68,109183.58,1941277.74,416335.46,178049,133958,176241,86862,18012,20917.9,435723.72,281868.17,78914.6,1411672.64,4177275.85,17831.4,-326772.88,-6361.56,-80631.83,-1600645.12,1423713.8419,622955.8529,124182.367,286008.8859,1617428.9998,488318.6576,439396.4008,31611.0235,54753.0056,49470.9418,1374003.16,13797320.98,2898946.43,12366762.34,537973.472,39895.7036,544811.3482,121785.9327,8516.3143,885740.3699,84286.6636,1072617.6515,317610.4683,46236.6914,622955.8529,286008.886,488318.6576,31611.0237,49470.9418,2.88,4531387.9509,785720.0979,4415512.6799,722327.2967,881926.3886,332453.2646,1614025.2311,130736.0325,2035436.433,322530.8008,1.17,1.72,1.33,0.97,1.27
10/01/2018,5.75,5.25,15227,115163,3094.29,1543.75,1089.03,109435.98,1968217.26,423415.46,226767,155988,207301.5,78926.3,18812,15266.5,435545.48,287303.06,76335.26,1410577.6,4237683.56,19250.94,-327665.89,-14607.91,-84519.96,-1632484.7,1449075.7863,631989.7412,122342.3603,287419.0776,1629916.9259,490626.4018,441607.1572,31394.764,54983.2596,49972.0387,1465735.08,14522151.03,2409639.72,14885047.6,548807.7639,39811.138,554118.2007,123937.4007,8612.9828,900268.022,82531.2284,1075798.725,317669.7564,46370.2769,631989.7411,287419.0718,490626.4019,31394.764,49972.0387,3.16,4582104.6234,805840.1973,4452303.7246,737023.7881,892936.6701,348389.7467,1621524.9702,133071.2039,2067643.0798,324379.2467,1.16,1.7,1.32,0.96,1.26
11/01/2018,6,5.25,14339,117212,3096.44,1544.55,1089.94,111480.92,1994217.26,438677.33,206276,185235,223816,75304.8,19405,14473.6,433862.54,278259.11,71786.69,1405263.84,4246310.07,19401.33,-347532.85,-7061.57,-78275.25,-1588046.45,1443733.1449,639728.4552,122675.2311,289006.298,1630708.6312,494198.2855,429260.4639,31515.6014,55676.2891,50290.0579,1251817.93,13660970.89,3026062.45,14099200.04,536125.161,41095.0626,552495.847,120310.5583,8750.2516,907607.9837,81580.1681,1078212.7844,308949.9056,46926.037,639728.4552,289006.298,494198.2856,31515.6014,50290.0579,3.23,4582406.0936,824207.4033,4487174.3347,699618.1229,879700.2117,387978.6749,1634642.1338,126966.2945,2068063.8609,309262.4339,1.16,1.68,1.32,1,1.26
12/01/2018,6,5.5,14481,120654,3229.64,1552.9,1095.83,114775.9,1988217.26,433627.33,246509,179713,153597.5,90224.4,14595,32590.5,436266.75,285016.07,70505.26,1457149.68,4282363.78,20532.73,-347677.79,-6289.85,-80817.59,-1630190.11,1510727.8764,652761.2782,127961.6661,292209.6276,1661528.1456,496844.0509,441346.2318,31598.6437,56168.5821,50866.2005,1405040.25,12597844.6,2129072.34,13368279.7,557861.5211,43744.8042,561514.5018,124012.4472,8700.0961,952866.3553,84216.8676,1100013.6439,317333.7846,47468.4861,652761.2782,292209.6217,496844.0508,31598.6437,50866.2005,3.13,4692291.3785,764936.8671,4595776.1956,726236.1071,910594.1406,303292.4303,1717625.6582,130302.0213,2064071.6886,331342.4155,1.17,1.69,1.28,0.96,1.25
01/01/2019,6,5.5,14072,120075,3309.68,1560.04,1101.33,114104.1,2050823.29,444432.43,293512,236675,188966,73941.1,18395,23617.2,438812.83,278035.49,71725.31,1376135.53,4248576.37,20273.27,-325737.13,-6636.5,-78414.45,-1604836.52,1462717.303,647727.0097,119629.4709,291968.002,1623560.0656,496209.6157,436014.2795,31586.1231,56300.0394,51346.7712,928257.53,13027307.97,1815544.74,13410209.99,574065.1595,45490.5471,559943.0879,130441.7698,8796.0072,888652.1434,74138.9234,1063616.9781,305572.5099,47504.032,647727.0097,291968.002,496209.6157,31586.1232,51346.7712,2.82,4621446.8362,744954.4265,4517922.5115,699136.1683,858338.7206,296937.7419,1660415.5083,124717.2257,2102692.7142,323299.4589,1.14,1.64,1.27,1,1.23
02/01/2019,6,5.5,14062,123274,3340.36,1590.52,1101.78,117241.2,2082523.29,462949.73,272166,180005,197287.3,48137.1,21225,19377.9,439831.57,274297.78,73268.58,1386329.31,4264671.82,19776.44,-325337.73,-6633.3,-79529.41,-1621554.38,1470647.3902,651671.1803,120255.3759,293673.3673,1712110.472,497030.1852,369990.2376,31644.7797,56951.0257,51974.7647,931061.83,11880126.89,1595406.14,10942169.89,577161.5886,45478.6983,589414.8384,106914.8464,8892.8793,893485.8018,74776.6776,1122695.6337,263075.3913,48058.1463,651671.1803,293673.3674,497030.1853,31644.7796,51974.7647,2.57,4644947.5027,757238.6597,4539390.2685,716558.5104,879051.153,290690.7654,1647942.5646,122511.7689,2117953.8956,344036.1254,1.15,1.63,1.28,1.05,1.23
